,Unnamed: 0,month,position,artist,album,indicativerevenue,us,uk,de,fr,ca,au,genre
10620,10620,Sep 2017,21,Ed Sheeran,x,1851.715,59,13,79,95,32,10,
10621,10621,Sep 2017,22,The War on Drugs,A Deeper Understanding,1840.933,10,3,12,50,8,5,
10622,10622,Sep 2017,23,Original Soundtrack,Trolls,1835.553,27,33,-,-,51,20,
10623,10623,Sep 2017,24,Kodak Black,Project Baby Two,1763.092,2,-,-,-,25,-,
10624,10624,Sep 2017,25,Linkin Park,One More Light: Live,1746.346,32,45,26,61,20,23,
10625,10625,Sep 2017,26,Logic,Everybody,1722.773,8,-,-,-,17,-,
10626,10626,Sep 2017,27,Eminem,Curtain Call - The Hits,1699.563,38,14,-,-,16,-,
10627,10627,Sep 2017,28,Migos,Culture,1685.942,18,-,-,-,23,-,
10628,10628,Sep 2017,29,LCD Soundsystem,American Dream,1663.544,1,3,32,19,1,10,
10629,10629,Sep 2017,30,Jay-Z,4:44,1653.044,11,30,-,187,25,-,
10630,10630,Sep 2017,31,2 Chainz,Pretty Girls Like Trap Music,1632.2420000000004,16,-,-,-,36,-,
10631,10631,Sep 2017,32,Drake,Views,1604.485,31,70,-,-,26,49,
10632,10632,Sep 2017,33,Harry Styles,Harry Styles,1589.297,55,29,83,83,26,18,
10633,10633,Sep 2017,34,Meek Mill,Wins & Losses,1577.5020000000004,4,-,-,-,60,-,
10634,10634,Sep 2017,35,French Montana,Jungle Rules,1551.2479999999996,16,-,-,-,8,-,
10635,10635,Sep 2017,36,Taylor Swift,1989,1522.361,38,32,-,-,39,16,
10636,10636,Sep 2017,37,Original Cast,Hamilton: An American Musical,1457.075,22,-,-,-,-,-,
10637,10637,Sep 2017,38,The Chainsmokers,Memories - Do Not Open,1431.13,29,-,-,-,14,41,
10638,10638,Sep 2017,39,Dua Lipa,Dua Lipa,1419.1229999999996,68,8,-,-,35,-,
10639,10639,Sep 2017,40,Fifth Harmony,Fifth Harmony,1410.208,4,10,56,44,7,9,
10640,10640,Sep 2017,41,Travi$ Scott,Birds In The Trap Sing Mcknight,1393.07,30,-,-,-,34,-,
10641,10641,Sep 2017,42,Luke Combs,This One's For You,1361.442,23,-,-,-,55,-,
10642,10642,Sep 2017,43,Original Soundtrack,Descendants 2,1332.698,20,-,-,-,49,-,
10643,10643,Sep 2017,44,Lorde,Melodrama,1329.247,61,57,-,-,29,7,
10644,10644,Sep 2017,45,"Tyler, The Creator",Flower Boy,1324.861,21,83,-,-,22,22,
10645,10645,Sep 2017,46,Twenty One Pilots,Blurryface,1320.527,49,73,-,53,38,-,
10646,10646,Sep 2017,47,Moneybagg Yo,Federal 3X,1275.517,5,-,-,-,-,-,
10647,10647,Sep 2017,48,Coldplay,Kaleidoscope EP,1261.368,39,-,93,16,11,-,
10648,10648,Sep 2017,49,Helene Fischer,Helene Fischer,1256.0,-,-,2,-,-,-,
10649,10649,Sep 2017,50,NAV & Metro Boomin,Perfect Timing,1253.276,29,-,-,-,21,-,
10650,10650,Oct 2017,1,Ed Sheeran,(Divide),4108.395,10,3,11,20,2,2,
10651,10651,Oct 2017,2,Imagine Dragons,Evolve,3552.351,7,37,22,25,4,23,
10652,10652,Oct 2017,3,The Foo Fighters,Concrete & Gold,3421.243,1,2,9,36,1,1,
10653,10653,Oct 2017,4,Post Malone,Stoney,2987.127,4,10,97,-,8,10,
10654,10654,Oct 2017,5,Kendrick Lamar,Damn.,2894.055,4,38,-,144,6,13,
10655,10655,Oct 2017,6,Lil Uzi Vert,Luv Is Rage 2,2810.595,2,80,-,-,5,-,
10656,10656,Oct 2017,7,Khalid,American Teen,2668.844,6,47,-,-,7,21,
10657,10657,Oct 2017,8,XXXTentacion,17,2661.002,5,32,-,-,4,-,
10658,10658,Oct 2017,9,The Killers,Wonderful Wonderful,2470.5460000000007,1,1,8,42,4,1,
10659,10659,Oct 2017,10,Thomas Rhett,Life Changes,2427.265,1,-,-,-,2,-,
10660,10660,Oct 2017,11,Macklemore,Gemini,2388.274,2,13,10,22,1,3,
10661,10661,Oct 2017,12,Drake,More Life,2341.15,17,20,-,-,11,31,
10662,10662,Oct 2017,13,Original Soundtrack,Moana,2189.251,19,15,-,-,27,6,
10663,10663,Oct 2017,14,David Gilmour,Live At Pompeii,2078.7470000000008,45,3,2,9,19,50,
10664,10664,Oct 2017,15,The Weeknd,Starboy,1987.923,21,52,-,135,12,42,
10665,10665,Oct 2017,16,Shania Twain,Now,1939.612,1,1,12,56,1,1,
10666,10666,Oct 2017,17,Logic,Everybody,1929.506,12,-,-,-,15,-,
10667,10667,Oct 2017,18,SZA,Ctrl,1898.637,13,-,-,-,37,-,
10668,10668,Oct 2017,19,Kodak Black,Project Baby Two,1884.411,13,-,-,-,26,-,
10669,10669,Oct 2017,20,Ed Sheeran,x,1751.891,57,18,92,-,42,20,
10670,10670,Oct 2017,21,21 Savage,Issa Album,1739.125,18,-,-,-,20,-,
10671,10671,Oct 2017,22,Bruno Mars,24K Magic,1729.858,22,92,-,-,38,47,
10672,10672,Oct 2017,23,The National,Sleep Well Beast,1669.504,2,21,28,65,1,15,
10673,10673,Oct 2017,24,BTS,Love Yourself: Her,1622.351,7,54,-,-,3,8,
10674,10674,Oct 2017,25,Demi Lovato,Tell Me You Love Me,1605.1170000000004,3,5,32,53,4,8,
10675,10675,Oct 2017,26,Van Morrison,Roll With The Punches,1584.61,23,4,5,88,26,11,
10676,10676,Oct 2017,27,Migos,Culture,1578.7520000000004,20,-,-,-,24,-,
10677,10677,Oct 2017,28,Shawn Mendes,Illuminate,1540.996,33,67,-,-,21,46,
10678,10678,Oct 2017,29,Drake,Views,1534.703,34,70,-,-,32,-,
10679,10679,Oct 2017,30,Miley Cyrus,Younger Now,1514.438,5,8,16,40,3,2,
10680,10680,Oct 2017,31,Eminem,Curtain Call - The Hits,1511.6129999999996,46,16,-,-,22,27,
10681,10681,Oct 2017,32,Tom Petty & The Heartbreakers,Greatest Hits,1509.345,2,14,-,-,5,9,
10682,10682,Oct 2017,33,Ke$ha,Rainbow,1491.831,26,-,-,-,21,38,
10683,10683,Oct 2017,34,DJ Khaled,Grateful,1490.957,21,-,-,-,17,-,
10684,10684,Oct 2017,35,Sam Smith,In The Lonely Hour,1488.6660000000004,40,25,-,-,45,-,
10685,10685,Oct 2017,36,Original Soundtrack,Trolls,1480.026,43,46,-,-,93,30,
10686,10686,Oct 2017,37,Dua Lipa,Dua Lipa,1468.769,67,12,-,-,31,-,
10687,10687,Oct 2017,38,Original Cast,Hamilton: An American Musical,1459.267,23,-,-,-,93,-,
10688,10688,Oct 2017,39,Lana Del Rey,Lust For Life,1425.986,27,33,62,52,22,-,
10689,10689,Oct 2017,40,2 Chainz,Pretty Girls Like Trap Music,1405.705,25,-,-,-,54,-,
10690,10690,Oct 2017,41,Andrea Berg,25 Jahre Abenteuer Leben,1399.866,-,-,1,-,-,-,
10691,10691,Oct 2017,42,Calvin Harris,Funk Wav Bounces Vol. 1,1379.0770000000002,28,88,-,-,14,44,
10692,10692,Oct 2017,43,Helene Fischer,Helene Fischer,1378.126,-,-,3,-,-,-,
10693,10693,Oct 2017,44,Travi$ Scott,Birds In The Trap Sing Mcknight,1365.299,30,-,-,-,38,-,
10694,10694,Oct 2017,45,Kane Brown,Kane Brown,1351.785,5,-,-,-,25,-,
10695,10695,Oct 2017,46,Halsey,Hopeless Fountain Kingdom,1332.513,28,-,-,-,48,-,
10696,10696,Oct 2017,47,Luke Combs,This One's For You,1309.539,33,-,-,-,56,-,
10697,10697,Oct 2017,48,Dustin Lynch,Current Mood,1304.214,7,-,-,-,25,-,
10698,10698,Oct 2017,49,French Montana,Jungle Rules,1298.112,36,-,-,-,16,-,
10699,10699,Oct 2017,50,Original Soundtrack,"Guardians Of The Galaxy, Vol. 2: Awesome Mix Vol. 2",1271.79,48,-,55,121,45,10,
10700,10700,Nov 2017,1,Ed Sheeran,(Divide),4747.176,6,4,6,5,2,2,
10701,10701,Nov 2017,2,Pink,Beautiful Trauma,4504.451,1,2,3,10,1,1,
10702,10702,Nov 2017,3,Imagine Dragons,Evolve,3187.094,7,51,25,34,5,28,
10703,10703,Nov 2017,4,Post Malone,Stoney,3064.193,4,13,-,-,6,9,
10704,10704,Nov 2017,5,Niall Horan,Flicker,2554.798,1,3,8,18,1,2,
10705,10705,Nov 2017,6,Demi Lovato,Tell Me You Love Me,2310.023,10,25,-,-,8,20,
10706,10706,Nov 2017,7,Khalid,American Teen,2305.41,12,59,-,-,10,13,
10707,10707,Nov 2017,8,Kendrick Lamar,Damn.,2285.793,11,56,-,-,10,24,
10708,10708,Nov 2017,9,Lil Uzi Vert,Luv Is Rage 2,2221.205,5,-,-,-,11,-,
10709,10709,Nov 2017,10,Sam Smith,The Thrill Of It All,2144.965,1,1,8,18,1,2,
10710,10710,Nov 2017,11,Lil Pump,Lil Pump,2087.001,3,-,-,-,6,-,
10711,10711,Nov 2017,12,Gucci Mane,Mr. Davis,2046.094,2,-,-,-,5,49,
10712,10712,Nov 2017,13,Drake,More Life,1996.628,20,29,-,-,18,32,
10713,10713,Nov 2017,14,Chris Brown,Heartbreak On A Full Moon,1960.607,3,10,35,52,10,5,
10714,10714,Nov 2017,15,XXXTentacion,17,1906.924,14,64,-,-,17,-,
10715,10715,Nov 2017,16,A Boogie Wit Da Hoodie,The Bigger Artist,1860.919,6,-,-,-,18,-,
10716,10716,Nov 2017,17,Tom Petty & The Heartbreakers,Greatest Hits,1858.044,2,36,-,-,7,42,
10717,10717,Nov 2017,18,Original Soundtrack,Moana,1766.576,31,17,-,-,40,11,
10718,10718,Nov 2017,19,Future & Young Thug,Super Slimey,1706.111,2,23,69,170,5,35,
10719,10719,Nov 2017,20,Ed Sheeran,x,1678.689,52,19,88,184,53,19,
10720,10720,Nov 2017,21,The Weeknd,Starboy,1629.795,27,76,-,103,20,-,
10721,10721,Nov 2017,22,Sam Smith,In The Lonely Hour,1579.636,37,15,-,113,31,-,
10722,10722,Nov 2017,23,SZA,Ctrl,1573.424,16,-,-,-,58,-,
10723,10723,Nov 2017,24,NF,Perception,1541.552,1,-,-,-,14,-,
10724,10724,Nov 2017,25,Kane Brown,Kane Brown,1535.21,5,-,-,-,25,-,
10725,10725,Nov 2017,26,Santiano,Im Auge des Sturms,1533.446,-,-,1,-,-,-,
10726,10726,Nov 2017,27,The Foo Fighters,Concrete & Gold,1518.5770000000002,55,11,60,157,29,8,
10727,10727,Nov 2017,28,Kodak Black,Project Baby Two,1516.634,17,-,-,-,42,-,
10728,10728,Nov 2017,29,George Michael,Listen Without Prejudice - Vol 1,1515.928,41,1,9,12,34,5,
10729,10729,Nov 2017,30,Macklemore,Gemini,1513.51,25,-,77,109,9,7,
10730,10730,Nov 2017,31,Kelly Clarkson,Meaning Of Life,1490.41,2,11,32,138,4,6,
10731,10731,Nov 2017,32,Logic,Everybody,1457.8,18,-,-,-,24,-,
10732,10732,Nov 2017,33,Dua Lipa,Dua Lipa,1452.654,57,24,-,-,43,31,
10733,10733,Nov 2017,34,21 Savage,Issa Album,1450.8370000000002,21,-,-,-,25,-,
10734,10734,Nov 2017,35,Bruno Mars,24K Magic,1441.419,24,97,-,-,60,-,
10735,10735,Nov 2017,36,Halsey,Hopeless Fountain Kingdom,1425.4720000000002,27,-,-,-,49,-,
10736,10736,Nov 2017,37,Beck,Colors,1420.236,3,48,-,119,4,14,
10737,10737,Nov 2017,38,Original Cast,Hamilton: An American Musical,1374.39,23,-,-,-,93,-,
10738,10738,Nov 2017,39,"21 Savage, Offset & Metro Boomin",Without Warning,1372.608,4,41,-,-,5,39,
10739,10739,Nov 2017,40,Robert Plant,Carry Fire,1353.234,14,9,26,51,12,16,
10740,10740,Nov 2017,41,Migos,Culture,1350.941,26,-,-,-,35,-,
10741,10741,Nov 2017,42,Thomas Rhett,Life Changes,1339.457,22,-,-,-,33,-,
10742,10742,Nov 2017,43,Drake,Views,1323.41,36,85,-,-,46,-,
10743,10743,Nov 2017,44,Peter Maffay,MTV Unplugged,1311.244,-,-,1,-,-,-,
10744,10744,Nov 2017,45,Original Soundtrack,Trolls,1288.728,54,60,-,-,-,24,
10745,10745,Nov 2017,46,Shania Twain,Now,1238.83,29,40,-,-,3,6,
10746,10746,Nov 2017,47,Kenny Chesney,Live In No Shoes Nation,1238.4260000000004,1,-,-,-,18,-,
10747,10747,Nov 2017,48,Taylor Swift,Reputation,1219.911,-,1,2,11,-,1,
10748,10748,Nov 2017,49,Maroon 5,Red Pill Blues,1217.259,2,12,44,24,2,7,
10749,10749,Nov 2017,50,Eminem,Curtain Call - The Hits,1212.7910000000004,77,22,-,-,27,23,
10750,10750,Dec 2017,1,Ed Sheeran,(Divide),5894.514,3,1,1,2,1,1,
10751,10751,Dec 2017,2,Taylor Swift,Reputation,4676.526,1,8,18,44,1,1,
10752,10752,Dec 2017,3,Sam Smith,The Thrill Of It All,4506.599,1,1,27,40,1,4,
10753,10753,Dec 2017,4,Pink,Beautiful Trauma,4066.649,6,3,8,38,4,1,
10754,10754,Dec 2017,5,Michael Buble,Christmas,3042.869,8,8,18,-,4,3,
10755,10755,Dec 2017,6,Imagine Dragons,Evolve,3022.001,12,77,24,48,7,15,
10756,10756,Dec 2017,7,Pentatonix,A Pentatonix Christmas,2868.425,2,-,34,-,7,21,
10757,10757,Dec 2017,8,U2,Songs Of Experience,2785.7790000000005,1,5,2,2,1,5,
10758,10758,Dec 2017,9,Post Malone,Stoney,2763.585,4,38,-,-,8,11,
10759,10759,Dec 2017,10,Chris Brown,Heartbreak On A Full Moon,2497.1,3,47,-,-,10,17,
10760,10760,Dec 2017,11,Maroon 5,Red Pill Blues,2296.758,2,64,-,77,2,21,
10761,10761,Dec 2017,12,Kendrick Lamar,Damn.,2204.839,11,68,95,200,19,39,
10762,10762,Dec 2017,13,Lil Uzi Vert,Luv Is Rage 2,2117.297,8,-,-,-,22,-,
10763,10763,Dec 2017,14,Khalid,American Teen,2023.716,15,90,-,-,17,14,
10764,10764,Dec 2017,15,"21 Savage, Offset & Metro Boomin",Without Warning,2018.813,5,-,-,-,5,-,
10765,10765,Dec 2017,16,Niall Horan,Flicker,1927.208,25,27,-,-,13,13,
10766,10766,Dec 2017,17,Demi Lovato,Tell Me You Love Me,1914.345,6,93,-,-,4,-,
10767,10767,Dec 2017,18,Lil Pump,Lil Pump,1825.453,13,-,-,-,16,-,
10768,10768,Dec 2017,19,Sia,Everyday Is Christmas,1816.356,27,39,46,41,9,7,
10769,10769,Dec 2017,20,Garth Brooks,"The Anthology: Part I, The First Five Years",1737.996,4,-,-,-,-,-,
10770,10770,Dec 2017,21,Blake Shelton,Texoma Shore,1733.052,4,-,-,-,11,-,
10771,10771,Dec 2017,22,Ed Sheeran,x,1713.922,62,25,37,94,54,22,
10772,10772,Dec 2017,23,Elton John,Diamonds,1683.4720000000002,23,10,-,122,63,13,
10773,10773,Dec 2017,24,Drake,More Life,1640.765,28,55,-,-,29,32,
10774,10774,Dec 2017,25,Original Soundtrack,Moana,1622.005,43,44,-,-,52,13,
10775,10775,Dec 2017,26,Peter Maffay,MTV Unplugged,1605.96,-,-,2,-,-,-,
10776,10776,Dec 2017,27,Pentatonix,That's Christmas To Me,1585.667,12,-,-,-,20,-,
10777,10777,Dec 2017,28,Kodak Black,Project Baby Two,1580.711,12,-,-,-,53,-,
10778,10778,Dec 2017,29,Original Cast,Hamilton: An American Musical,1555.254,22,81,-,-,-,-,
10779,10779,Dec 2017,30,XXXTentacion,17,1513.189,21,-,-,-,33,-,
10780,10780,Dec 2017,31,Tim McGraw & Faith Hill,The Rest Of Our Life,1497.573,2,80,-,-,2,9,
10781,10781,Dec 2017,32,Various Artists,NOW 64,1464.852,12,-,-,-,-,-,
10782,10782,Dec 2017,33,Gucci Mane,Mr. Davis,1453.57,19,-,-,-,30,-,
10783,10783,Dec 2017,34,Various Artists,Sing meinen Song - Das Weihnachtskonzert - Volume 4,1448.0079999999996,-,-,1,-,-,-,
10784,10784,Dec 2017,35,Bruno Mars,24K Magic,1409.417,25,100,-,-,88,27,
10785,10785,Dec 2017,36,Santiano,Im Auge des Sturms,1404.823,-,-,4,-,-,-,
10786,10786,Dec 2017,37,SZA,Ctrl,1397.753,24,-,-,-,88,-,
10787,10787,Dec 2017,38,Halsey,Hopeless Fountain Kingdom,1396.575,27,-,-,-,40,-,
10788,10788,Dec 2017,39,A Boogie Wit Da Hoodie,The Bigger Artist,1375.253,20,-,-,-,50,-,
10789,10789,Dec 2017,40,Kelly Clarkson,Meaning Of Life,1373.553,18,-,-,-,24,-,
10790,10790,Dec 2017,41,Kelly Family,We Got Love,1372.885,-,-,4,-,-,-,
10791,10791,Dec 2017,42,Helene Fischer,Helene Fischer,1349.201,-,-,2,-,-,-,
10792,10792,Dec 2017,43,Gwen Stefani,You Make It Feel Like Christmas,1331.148,16,55,-,-,24,-,
10793,10793,Dec 2017,44,Eminem,Curtain Call - The Hits,1315.503,56,27,-,-,27,30,
10794,10794,Dec 2017,45,The Weeknd,Starboy,1312.489,37,-,-,-,23,48,
10795,10795,Dec 2017,46,Dua Lipa,Dua Lipa,1303.033,57,44,-,-,44,-,
10796,10796,Dec 2017,47,Sam Smith,In The Lonely Hour,1284.191,37,28,-,-,31,-,
10797,10797,Dec 2017,48,Thomas Rhett,Life Changes,1265.023,35,-,-,-,55,-,
10798,10798,Dec 2017,49,Chris Stapleton,From A Room: Volume 1,1262.274,26,-,-,-,59,-,
10799,10799,Dec 2017,50,Lindsey Stirling,Warmer In The Winter,1260.277,22,-,-,-,90,-,
10800,10800,Jan 2018,1,Ed Sheeran,(Divide),7415.460999999998,2,1,1,2,1,1,
10801,10801,Jan 2018,2,Original Soundtrack,The Greatest Showman,5269.656,1,1,5,163,3,1,
10802,10802,Jan 2018,3,Eminem,Revival,4910.29,4,3,5,22,1,1,
10803,10803,Jan 2018,4,Taylor Swift,Reputation,4599.157,1,7,28,168,2,5,
10804,10804,Jan 2018,5,Sam Smith,The Thrill Of It All,3987.158,7,2,29,51,8,7,
10805,10805,Jan 2018,6,Pink,Beautiful Trauma,3768.023,24,5,8,38,8,2,
10806,10806,Jan 2018,7,Imagine Dragons,Evolve,3598.9590000000007,7,47,21,41,4,8,
10807,10807,Jan 2018,8,Post Malone,Stoney,3410.947,4,16,73,-,5,6,
10808,10808,Jan 2018,9,Kendrick Lamar,Damn.,3220.985,5,45,71,200,9,24,
10809,10809,Jan 2018,10,G-Eazy,The Beautiful & Damned,2765.8920000000007,3,98,57,-,4,38,
10810,10810,Jan 2018,11,Bruno Mars,24K Magic,2658.972,4,41,-,-,14,14,
10811,10811,Jan 2018,12,U2,Songs Of Experience,2644.246,13,22,17,7,3,12,
10812,10812,Jan 2018,13,Ed Sheeran,x,2591.596,43,14,33,36,26,12,
10813,10813,Jan 2018,14,Khalid,American Teen,2524.425,10,66,-,-,11,16,
10814,10814,Jan 2018,15,Huncho Jack,"Huncho Jack, Jack Huncho",2415.42,3,-,33,-,6,-,
10815,10815,Jan 2018,16,Chris Brown,Heartbreak On A Full Moon,2282.56,14,61,-,-,33,30,
10816,10816,Jan 2018,17,Lil Uzi Vert,Luv Is Rage 2,2238.784,9,-,-,-,19,-,
10817,10817,Jan 2018,18,Demi Lovato,Tell Me You Love Me,2130.939,13,72,-,-,17,-,
10818,10818,Jan 2018,19,Drake,More Life,2095.485,17,25,-,-,14,-,
10819,10819,Jan 2018,20,Luke Bryan,What Makes You Country,2030.114,1,-,-,-,5,23,
10820,10820,Jan 2018,21,Original Cast,Hamilton: An American Musical,2022.476,20,59,-,-,94,-,
10821,10821,Jan 2018,22,Eminem,Curtain Call - The Hits,2017.137,47,18,78,-,23,17,
10822,10822,Jan 2018,23,Various Artists,"Quality Control: Control The Streets, Vol. 1",1974.426,5,-,-,-,17,-,
10823,10823,Jan 2018,24,Dua Lipa,Dua Lipa,1896.976,32,9,-,-,16,-,
10824,10824,Jan 2018,25,Original Soundtrack,Moana,1895.921,35,31,-,-,50,10,
10825,10825,Jan 2018,26,Kodak Black,Project Baby Two,1850.974,15,-,-,-,27,-,
10826,10826,Jan 2018,27,Lil Pump,Lil Pump,1798.1070000000002,21,-,-,-,15,-,
10827,10827,Jan 2018,28,Chris Stapleton,From A Room: Volume 2,1792.902,7,-,-,-,11,-,
10828,10828,Jan 2018,29,"21 Savage, Offset & Metro Boomin",Without Warning,1778.763,19,-,-,-,18,-,
10829,10829,Jan 2018,30,SZA,Ctrl,1722.503,18,-,-,-,53,-,
10830,10830,Jan 2018,31,XXXTentacion,17,1715.692,28,84,-,-,29,-,
10831,10831,Jan 2018,32,NF,Perception,1701.664,20,-,-,-,19,-,
10832,10832,Jan 2018,33,Niall Horan,Flicker,1691.313,49,32,-,-,24,29,
10833,10833,Jan 2018,34,The Weeknd,Starboy,1683.2420000000004,27,89,-,-,15,43,
10834,10834,Jan 2018,35,Original Soundtrack,Pitch Perfect 3,1668.139,20,-,47,-,23,7,
10835,10835,Jan 2018,36,Maroon 5,Red Pill Blues,1649.686,31,-,-,124,16,-,
10836,10836,Jan 2018,37,Helene Fischer,Helene Fischer,1647.392,-,-,2,-,-,-,
10837,10837,Jan 2018,38,Elton John,Diamonds,1640.96,70,10,-,192,37,16,
10838,10838,Jan 2018,39,Camila Cabello,Camila,1615.8370000000002,1,2,8,7,1,3,
10839,10839,Jan 2018,40,Halsey,Hopeless Fountain Kingdom,1597.62,25,-,-,-,30,-,
10840,10840,Jan 2018,41,Thomas Rhett,Life Changes,1580.414,27,-,-,-,25,-,
10841,10841,Jan 2018,42,Kane Brown,Kane Brown,1506.764,27,-,-,-,70,-,
10842,10842,Jan 2018,43,Big Sean & Metro Boomin,Double Or Nothing,1505.302,6,-,-,-,15,-,
10843,10843,Jan 2018,44,Sam Smith,In The Lonely Hour,1488.54,65,19,-,197,62,-,
10844,10844,Jan 2018,45,Peter Maffay,MTV Unplugged,1456.475,-,-,2,-,-,-,
10845,10845,Jan 2018,46,Migos,Culture,1433.701,32,-,-,-,34,-,
10846,10846,Jan 2018,47,Drake,Views,1402.191,38,71,-,-,35,-,
10847,10847,Jan 2018,48,Chris Stapleton,Traveller,1389.389,34,-,-,-,78,-,
10848,10848,Jan 2018,49,Santiano,Im Auge des Sturms,1348.81,-,-,4,-,-,-,
10849,10849,Jan 2018,50,Miguel,War & Leisure,1341.303,29,-,-,-,67,-,
10850,10850,Feb 2018,1,Ed Sheeran,(Divide),5928.768,3,2,2,2,1,2,
10851,10851,Feb 2018,2,Original Soundtrack,The Greatest Showman,5261.937,2,1,6,11,4,1,
10852,10852,Feb 2018,3,Camila Cabello,Camila,3846.006,1,5,20,48,1,3,
10853,10853,Feb 2018,4,Eminem,Revival,3477.797,8,5,15,32,3,4,
10854,10854,Feb 2018,5,Justin Timberlake,Man Of The Woods,3265.259,1,2,1,7,1,2,
10855,10855,Feb 2018,6,Migos,Culture II,3241.855,1,4,14,56,1,13,
10856,10856,Feb 2018,7,Post Malone,Stoney,3179.359000000001,4,16,81,-,6,5,
10857,10857,Feb 2018,8,Kendrick Lamar,Damn.,3138.931,6,14,53,-,10,13,
10858,10858,Feb 2018,9,Imagine Dragons,Evolve,3128.23,10,45,30,41,8,10,
10859,10859,Feb 2018,10,Bruno Mars,24K Magic,3057.196,4,25,-,128,13,17,
10860,10860,Feb 2018,11,Taylor Swift,Reputation,3041.342,5,12,47,-,7,7,
10861,10861,Feb 2018,12,Pink,Beautiful Trauma,2862.063,22,9,27,34,9,3,
10862,10862,Feb 2018,13,Sam Smith,The Thrill Of It All,2770.2870000000007,11,6,86,72,14,4,
10863,10863,Feb 2018,14,Fall Out Boy,M A N I A,2563.823,1,2,5,50,2,3,
10864,10864,Feb 2018,15,Khalid,American Teen,2470.364,9,44,-,-,11,19,
10865,10865,Feb 2018,16,Ed Sheeran,x,2303.855,44,13,55,43,26,11,
10866,10866,Feb 2018,17,Dua Lipa,Dua Lipa,2243.209,27,3,-,-,14,33,
10867,10867,Feb 2018,18,G-Eazy,The Beautiful & Damned,2179.335,6,-,-,-,5,-,
10868,10868,Feb 2018,19,Lil Uzi Vert,Luv Is Rage 2,2129.466,8,-,-,-,19,-,
10869,10869,Feb 2018,20,Drake,More Life,2056.425,21,25,-,-,15,47,
10870,10870,Feb 2018,21,Chris Brown,Heartbreak On A Full Moon,1955.924,19,61,-,-,42,36,
10871,10871,Feb 2018,22,Lil Skies,Life Of A Dark Rose,1919.594,10,-,-,-,17,-,
10872,10872,Feb 2018,23,SZA,Ctrl,1763.359,14,-,-,-,41,-,
10873,10873,Feb 2018,24,Original Cast,Hamilton: An American Musical,1762.249,20,58,-,-,-,-,
10874,10874,Feb 2018,25,NF,Perception,1744.493,17,-,-,-,17,-,
10875,10875,Feb 2018,26,Demi Lovato,Tell Me You Love Me,1718.338,18,59,-,-,28,-,
10876,10876,Feb 2018,27,Kodak Black,Project Baby Two,1700.892,18,-,-,-,33,-,
10877,10877,Feb 2018,28,Original Soundtrack,Moana,1671.885,40,31,-,-,45,14,
10878,10878,Feb 2018,29,Eminem,Curtain Call - The Hits,1658.366,51,18,75,-,25,22,
10879,10879,Feb 2018,30,XXXTentacion,17,1623.9070000000004,29,82,-,-,33,-,
10880,10880,Feb 2018,31,The Weeknd,Starboy,1560.6129999999996,35,74,-,-,20,44,
10881,10881,Feb 2018,32,Drake,Views,1546.935,37,54,-,-,32,-,
10882,10882,Feb 2018,33,Huncho Jack,"Huncho Jack, Jack Huncho",1526.192,12,-,-,-,14,-,
10883,10883,Feb 2018,34,Elton John,Diamonds,1510.686,36,20,-,-,65,34,
10884,10884,Feb 2018,35,Chris Stapleton,From A Room: Volume 2,1474.539,18,-,-,-,29,-,
10885,10885,Feb 2018,36,"21 Savage, Offset & Metro Boomin",Without Warning,1451.581,25,-,-,-,22,-,
10886,10886,Feb 2018,37,Kane Brown,Kane Brown,1441.931,26,-,-,-,73,-,
10887,10887,Feb 2018,38,Beth Hart & Joe Bonamassa,Black Coffee,1432.086,63,7,4,19,98,-,
10888,10888,Feb 2018,39,Maroon 5,Red Pill Blues,1429.895,33,-,-,191,21,-,
10889,10889,Feb 2018,40,Chris Stapleton,Traveller,1396.842,24,-,-,-,48,-,
10890,10890,Feb 2018,41,Drake,Take Care,1360.009,42,71,-,-,70,-,
10891,10891,Feb 2018,42,Halsey,Hopeless Fountain Kingdom,1321.17,28,-,-,-,36,-,
10892,10892,Feb 2018,43,Thomas Rhett,Life Changes,1316.0929999999996,34,-,-,-,38,-,
10893,10893,Feb 2018,44,Various Artists,2018 Grammy Nominees,1312.876,20,-,-,-,15,-,
10894,10894,Feb 2018,45,Various Artists,"Quality Control: Control The Streets, Vol. 1",1312.131,23,-,-,-,37,-,
10895,10895,Feb 2018,46,Sam Smith,In The Lonely Hour,1311.2820000000004,66,19,-,-,57,-,
10896,10896,Feb 2018,47,KLUBBB3,Wir werden immer mehr!,1289.223,-,-,2,-,-,-,
10897,10897,Feb 2018,48,Migos,Culture,1274.43,36,-,-,-,35,-,
10898,10898,Feb 2018,49,Chris Stapleton,From A Room: Volume 1,1221.655,28,-,-,-,49,-,
10899,10899,Feb 2018,50,Original Soundtrack,Trolls,1211.038,46,79,-,-,89,43,
10900,10900,Mar 2018,1,Ed Sheeran,(Divide),5994.924,5,2,4,4,2,1,
10901,10901,Mar 2018,2,Original Soundtrack,The Greatest Showman,5037.102,2,1,19,36,8,1,
10902,10902,Mar 2018,3,Kendrick Lamar,Black Panther - The Soundtrack Album,4433.721,1,-,19,75,1,2,
10903,10903,Mar 2018,4,Migos,Culture II,4013.912,2,19,53,106,3,20,
10904,10904,Mar 2018,5,Imagine Dragons,Evolve,3787.73,7,21,22,23,7,14,
