,0,1,2,3,4,5,6,7,8,9,10,11
327,103,28,687,2528,3589.6409999999996,99,34,27,0,0,9,3
328,103,29,325,1454,3545.817,42,0,67,0,0,0,62
329,103,30,1130,1016,3510.7790000000005,77,0,0,0,0,0,-1
330,103,31,261,2553,3463.165,83,0,58,0,0,46,38
331,103,32,876,2421,3439.134,103,0,57,0,0,16,-1
332,103,33,838,678,3438.237,86,0,0,0,0,0,38
333,103,34,739,1849,3397.223,93,0,34,0,0,0,72
334,103,35,22,1883,3350.6740000000004,79,0,100,0,0,7,-1
335,103,36,239,592,3342.255,89,80,0,0,0,0,52
336,103,37,683,3022,3298.107,97,65,75,169,0,0,59
337,103,38,876,2499,3289.5879999999997,78,0,0,0,0,0,-1
338,103,39,1301,911,3277.281,123,11,84,0,0,2,62
339,103,40,133,1381,3268.6679999999997,81,0,0,0,0,0,-1
340,103,41,844,3400,3250.4320000000002,24,100,0,0,0,0,-1
341,103,42,268,5,3208.028,83,0,0,0,0,0,38
342,103,43,359,3085,3176.347,102,2,0,0,0,0,59
343,103,44,361,913,3145.17,110,0,30,170,2,0,52
344,103,45,535,3343,3106.288,87,0,0,0,0,0,-1
345,103,46,217,194,3056.408,101,45,0,0,0,0,-1
346,103,47,627,779,3000.907,85,0,0,0,0,0,62
347,103,48,460,1126,2996.478,154,16,14,46,0,0,-1
348,103,49,1111,1897,2985.8940000000002,104,58,0,0,0,0,-1
349,103,50,1011,162,2981.134,117,8,0,0,0,1,52
350,21,1,177,2170,10374.184000000001,74,79,13,46,12,10,52
351,21,2,359,3010,10152.278,1,13,68,112,1,49,59
352,21,3,365,2389,7230.880999999998,2,23,13,101,0,5,-1
353,21,4,821,2075,7020.533,108,27,50,0,23,29,-1
354,21,5,961,524,6757.645,42,90,79,148,45,50,62
355,21,6,838,678,6637.303000000001,1,0,0,0,0,0,38
356,21,7,1245,2110,6631.135,1,0,0,0,0,0,38
357,21,8,1004,2724,6499.1269999999995,80,2,68,112,0,14,62
358,21,9,159,693,5987.765,84,11,1,125,87,5,63
359,21,10,328,831,5977.411,42,19,32,122,78,0,-1
360,21,11,259,1350,5782.593000000003,119,0,0,0,23,0,62
361,21,12,311,3136,5773.108,13,4,0,0,45,47,58
362,21,13,1071,489,5516.2159999999985,2,23,34,0,0,0,62
363,21,14,801,2244,5478.026999999999,107,46,45,1,0,1,-1
364,21,15,890,1450,5464.223000000001,108,0,0,0,87,46,62
365,21,16,876,2123,5389.757,97,0,0,0,34,37,-1
366,21,17,1186,2852,5265.905,141,0,0,0,56,0,-1
367,21,18,1200,2955,5247.174,60,48,28,138,0,42,58
368,21,19,876,1906,4960.403,87,0,24,46,45,49,-1
369,21,20,627,2960,4929.105,24,0,9,0,56,0,62
370,21,21,1257,3438,4763.544,93,46,12,0,0,15,52
371,21,22,1245,2434,4623.771,108,0,0,0,0,0,38
372,21,23,763,1817,4399.2159999999985,42,0,47,0,0,5,-1
373,21,24,375,2596,4236.687,152,48,0,0,23,25,-1
374,21,25,1043,3301,4217.019,85,42,80,134,0,36,-1
375,21,26,563,1975,4134.9929999999995,57,0,0,0,0,0,58
376,21,27,1124,1432,4116.451,0,1,1,112,0,12,52
377,21,28,727,2145,3974.988,87,27,98,0,0,19,38
378,21,29,683,3022,3884.434,33,0,93,0,0,0,59
379,21,30,687,2528,3882.336,113,34,6,0,0,22,3
380,21,31,614,1903,3684.9970000000003,57,0,0,0,0,0,58
381,21,32,268,5,3503.2129999999997,79,0,0,0,0,0,38
382,21,33,1130,1016,3485.836,79,0,0,0,0,0,-1
383,21,34,1011,162,3453.507,118,68,0,0,0,47,52
384,21,35,1184,3425,3412.389,77,0,0,0,0,0,-1
385,21,36,739,1849,3334.296,101,0,18,0,0,0,72
386,21,37,306,3435,3332.618,89,0,50,171,0,46,47
387,21,38,239,592,3307.6859999999997,75,93,0,0,0,0,52
388,21,39,549,2732,3305.498,81,0,0,0,0,0,52
389,21,40,1028,648,3301.087,134,22,0,190,0,36,23
390,21,41,379,499,3270.3379999999997,81,0,0,0,0,0,23
391,21,42,915,533,3264.175,99,40,0,0,0,38,-1
392,21,43,844,3400,3244.053,78,0,0,0,0,0,-1
393,21,44,138,2164,3234.6679999999997,78,0,0,0,0,0,23
394,21,45,133,1381,2999.6490000000013,90,0,0,0,0,0,-1
395,21,46,361,913,2961.7259999999997,115,0,36,0,78,17,52
396,21,47,1301,911,2871.133,142,29,91,0,0,14,62
397,21,48,1245,3219,2858.5240000000013,80,0,0,0,0,0,38
398,21,49,191,246,2844.593,87,0,98,0,0,0,38
399,21,50,22,1883,2831.259,104,88,0,0,0,10,-1
400,227,1,359,3010,9660.996,74,24,4,112,1,3,59
401,227,2,177,2170,9515.036,74,4,24,46,12,5,52
402,227,3,838,678,7736.12,1,0,0,0,67,0,38
403,227,4,961,524,6599.035,33,6,46,137,45,48,62
404,227,5,821,2075,6570.32,108,19,48,0,34,33,-1
405,227,6,365,2389,6085.526,24,28,2,113,0,45,-1
406,227,7,259,1350,6013.794,97,0,0,0,23,0,62
407,227,8,159,693,5641.489000000001,78,11,35,126,0,3,63
408,227,9,1245,2110,5617.23,86,0,0,0,0,0,38
409,227,10,1004,2724,5375.224,88,5,79,124,0,7,62
410,227,11,1071,489,5373.7469999999985,152,42,49,0,0,0,62
411,227,12,311,3136,5339.856,24,10,0,0,45,47,58
412,227,13,1186,2852,5306.468000000002,130,0,41,0,67,0,-1
413,227,14,801,2244,5266.338000000002,103,79,37,1,0,34,-1
414,227,15,328,831,5244.61,57,26,29,79,2,0,-1
415,227,16,890,1450,5175.9659999999985,130,0,0,0,45,46,62
416,227,17,876,683,4780.8290000000015,2,0,0,0,56,0,-1
417,227,18,1200,2955,4635.233,51,58,67,0,0,0,58
418,227,19,1267,2909,4479.792,152,29,14,119,67,0,42
419,227,20,300,277,4040.562,152,0,15,120,0,26,37
420,227,21,876,2123,4020.4809999999998,2,0,65,0,0,0,-1
421,227,22,1257,3438,3733.75,114,79,23,0,0,37,52
422,227,23,239,592,3686.474,66,0,0,0,0,0,52
423,227,24,1124,1432,3679.19,77,24,1,146,0,12,52
424,227,25,687,2528,3677.425,106,36,9,0,0,28,3
425,227,26,915,533,3643.8390000000004,89,27,0,0,0,39,-1
426,227,27,1245,3091,3601.9570000000012,60,0,0,0,0,0,38
427,227,28,627,2960,3570.031,77,0,14,0,0,0,62
428,227,29,379,499,3499.6679999999997,75,0,0,0,0,0,23
429,227,30,563,1975,3476.927,66,0,0,0,0,0,58
430,227,31,727,2145,3473.053,89,39,0,0,0,27,38
431,227,32,1043,3301,3455.647,101,59,81,131,0,42,-1
432,227,33,876,1906,3428.683,102,0,68,79,0,4,-1
433,227,34,763,1817,3427.3190000000004,80,0,80,0,0,3,-1
434,227,35,268,5,3395.0570000000002,79,0,0,0,0,0,38
435,227,36,1245,2434,3344.037000000001,51,0,0,0,0,0,38
436,227,37,138,2164,3290.822,78,0,0,0,0,0,23
437,227,38,844,3400,3145.622000000001,94,93,41,0,0,0,-1
438,227,39,1011,162,3140.684,120,68,72,0,0,48,52
439,227,40,103,3441,3121.009,42,0,0,0,0,0,72
440,227,41,1130,1016,3087.2540000000013,83,0,0,0,0,0,-1
441,227,42,1281,1942,3083.5759999999996,80,0,0,0,0,0,58
